id	text	HS	OF	HT
1073334401117970432	Gracias a dios el bebe q esta esperando mama, va a ser mas hijo mio que de mis viejos. Lo voy a criar bien feminista, para que el machista de papa se quiera matar y no le inculque sus creencias machistas.	1	0	N/A
1073337670997286912	Esta marimacha de mierda chavista  tenemos q desaparcerlos 1 a 1	1	1	homophobia
1073357772664631296	TODOS los días hay gente idiota que me hace recordar el por qué yo elijo ser feminista	1	0	political
1073359845473116166	Un negrata dentro del cuerpo de un pájaro https://twitter.com/CauseWereGuys/status/1073067238519988226 …	1	A	N/A
1073361199524442112	"Otro fanático que llama ""progre"" o ""comunista"" a todos aquellos que piensan diferente a su ideología totalitaria y criminal."	0	0	N/A
1073362447640203264	dr. ud. dice a todos la ley por igual,PJ rechaza pedido de prisión preventiva a moreno no pues a todos no se les mide con la misma vara, es asqueroso todo esto	0	0	N/A
1073363890476630016	No les da vergüenza a algunos flacos decir que nunca hicieron nada, cuando seguro metieron algún comentario de mierda, o lo pensaron seguro? Eso mínimo, porque hasta las mujeres nos pasa. Nadie nace feminista, pero es tarea de todos la deconstrucción	0	A	N/A
1073369359375060993	Veni y trata de tocarme un pelo. Imbécil fascista de mierda. Date cuenta q al final son peores q los machistas y lo estás admitiendo. Si buscas violencia vas a tener.	1	0	N/A
1073376525846765569	y si tiene cara de violador el chino de mierda ese	1	1	racism
1073377120368369665	Qué le pasa a este gobierno de mierda!!! Ahora te obligan a vacunarte, en contra de la Constitución y las libertades individuales. Ponete las pilas @mauriciomacri que no estamos en un país comunista!!! O querés kambiar al comunismo?\nhttp://www.radiotupambae.com.ar/index.php/noticias/not-nacionales/item/5992-vacunasnuevaleydiputados … pic.twitter.com/1v9gIuA4YJ	1	A	political
1073383746081034240	Hola negro asqueroso todavia sigues jodiendo??????????????? — ¿Todavía no encuentras los huevos que te faltan? :3 https://curiouscat.me/javiergalvan21/post/731593924?t=1544749602 …	1	A	racism
1073383762443030529	Porque es un comunista de mierda	1	A	political
1073387037670170625	La periodista imbecil dice “ aún no se conoce la identidad de los agresores “ LOS TERRORISTAS  , tonta comunista imbecil	1	1	misoginy
1073390032180920320	Lo lgbt no saca q sea machista, misogino y ignorante	1	A	N/A
1073394622687264768	"La noticia tiene un error SRES. No es que van a ""aprobar"" sino que tienen indicios para probar que el bandido comunista de iglesias y su partido de mierda...recibió financiamiento del régimen venezolano .ENTENDIDO?......DE NADA."	1	A	political
1073397875319717888	Asqueroso comunista de mierda ese papa https://twitter.com/vjmc/status/1073338525351841792 …	1	1	political
1073399521676328960	Este además de inútil es un gran payaso demagogoy oportunista ,se subió al colectivo feminista sin boleto,tiene menos calle q Venecia.	0	A	N/A
1073425571659636737	Deja d darle algún tipo d capacidad a ese zoquete!! el no hace ni define nada, es un payaso al frente d algo q no sabe q es, solo q esta ahi para llevarse un pedazo d la torta.	0	A	N/A
1073449898526281729	Tú no pagas la seguridad social y eres un puto defraudador hijo de puta.\n\n A partir de aquí que coño vas a entender tu? Se os llena la boca diciendo que no os financiáis a través de los bancos, entonces cómo? Entiendes que cualquier otra forma es ilegal porque es dinero negro?https://twitter.com/pnique/status/1073307473421963264 …	0	1	N/A
1073498355559530496	Cada vez lo tengo más claro,a Sánchez se la suda España,la bandera, los españoles y hasta su propio partido. Su único objetivo es viajar y vivir como un rey. Después, entre el sueldo vitalicio y un par de libros que le escriba un 'negro', a seguir viviendo. Vamos, un puto crack.	1	0	political
1073512399540551680	Jajaja fíjate que el que estaba despierto esperando eras vos negro asqueroso! Jajaj	1	0	racism
1073535593466998784	Es un chavista asqueroso que  está cambiando el discurso para captar votantes y no desaparecer. Aquí lo explica bien https://youtu.be/yRez-9pNdAA 	1	0	political
1073557800494743553	Incapacidad ? Idiota es un plan comunista, el cual tú apoyas de fondo para ganar dinero sucio por colaborar en proteger a los corruptos de oposición que negocian tiempo. Eres infame	1	0	political
1073574031553675266	"Maldito ""Bolivariano"", chavista culero, traicionero, ignorante"	1	0	political
1073594421155909635	Será que usted corrupto comunista nos va a decir que usen le dio esa plata???? Si de tapar se trata... que esconde vuestra merced.... o es que cree que nos comimos el cuento de su estupida declaración de renta engañapendejos. RATA es RATA adi las tire dentro del Congreso.	1	A	political
1073596863247515648	"Ahora que ""se retractó"" respecto al régimen criminal de Maduro, tal vez ""rectifique"" aduciendo que se refería a un azote de besos y caricias... o alguna otra ridiculez, al mejor estilo comunista. https://twitter.com/abc_es/status/1073594714417491968 …"	1	0	political
1073598233954476032	@Castillomolleda porqué no te preguntas,imbécil de mierda,de donde saca diosdado para darse la gran vida?que cobarde y miserable eres!chavista cagón!! https://twitter.com/Castillomolleda/status/1073195343439953920 …	1	1	political
1073607806035595264	Y ud Nayibe subcongresita q ud y su @partidoverde son una verguenza(el profe @AntanasMockus prestandose pa cedulas)..no deja d ser lo q es en todos los sentidos,comunista defensora d guerrillos narcos y corruptos, su soberbia no la deja,s @IvanDuque pk no c pued ser complacient	1	0	N/A
1073615956000342016	Pero siempre hay un idiota que piensa que los migrante traen algo bueno, saca la cabeza del culo ve cojudo.\nCorreista de seguro, zurdo absurdo	1	1	racism
1073641977839796229	Claro tendría q tener empatia y ponerme un pañuelo verde, así tiro mierda para todos lados y con el lema de ser feminista en sucio y hago lo q quiero? Nah deja #AMiNoMeRepresentan beso!	1	0	misoginy
1073653009576574976	@CARTUJO_GUSPI permíteme que te bloquee fascista de mierda	1	0	political
1073659081393610752	Me da rabia que un chavista emigre marico, o sea tu deberías quedarte aquí por ignorante, conformista y mamaguevo.	1	0	N/A
1073662041288790017	Ahora son todos anti humor negro jajajaja pero chupame la pija	0	A	N/A
1073673097440579584	una vez me dijeron torta de mierda para hacerme sentir mal y en vez de eso me cague de risa xq es verdad	0	A	N/A
1073680471702364162	No os quieren en Europa por fascista, golpista y corruptos, no sé si es grave, pero si gracioso. Por eso a puigdemont solo le recibe la extrema derecha nazi flamenca.	0	0	N/A
1073696583265501184	por personas como tu es que sigue maduro en el poder chavista de mierda	1	0	political
1073696673770168321	Pues no es mi amigo ni mi hermano aquel vándalo que destruye los bienes públicos, que defiende la criminal y aberrante izquierda comunista.	1	0	political
1073706412969222146	Das asco, pena y vergüenza. Te retratas continuamente como el fascista ignorante que eres.	1	0	political
1073742562207432705	Estaba re distraída, por allá me doy vuelta y veo al negro esclavo d Marcos jajakaka q hacia ahí	1	0	racism
1073747751425503232	Acaso es estúpida? esta comunista imbécil esta igual de imbecil que su marido, con razón están casados vieja mensa	1	A	political
1073751444052955136	Siento que tengo que pedir disculpas a todas las mujeres que tache de perras zorras o prostitutas, porque se vestían como querían. era una ignorante y machista, y la verdad me siento arrepentidisma.\n“Si se viste así, obvio que la van a violar” no se nace feminista, pido perdón.	0	0	N/A
1073767520967057410	"Yo lonqie quisiera es saber ese 8 por ciento que dice que no los.viola a quien corresponde, para decirle que se fije en sus recibos de sueldo !!! O decirle además que mañana voy a firmar el ""Proyecto Varela"". Y lo.voy a decir públicamente jjja corrupto los comunista!!#abajo"	0	1	N/A
1073770267456008192	Petro es un asqueroso terrorista de mierda incendiario comunista	1	A	political
1073779541691260928	enana de mierda torta de mierda merecías menos que tito	1	A	homophobia
1073794830332035072	Negra de mierda se hace la feminista	1	A	racism
1073794842419974144	—Bienvenido a Juan Váldez.\n—Un café con leche, por favor.\n—¿Desea acompañarlo con torta de zanahoria, bizcocho, galletas? \n—No señora. \n—¿Leche de soya, deslactosada, semidescremada?\n—No señora\n—¿Azúcar moreno, integral, orgánico, estevia?\n—¡Maldita sea, sólo deme el puto café!	0	A	N/A
1073804790470197248	Vos y todas esas tortas resentidas de la vida vayanse a vivir a una isla y no contaminen mas nuestra sociedad,mi hija es gay pero no una torta sucia fundamentalista odiosa como vos,es una chica divina que lucha por sus derechos y la respeto obvio,pero no a gente de mierda VOS	1	A	misoginy
1073841220118552576	Que a ti te parezca una subnormalidad es lógico, eres un fascista de mierda, quitate la careta que se te ve la goma.	1	A	political
1073844874582069248	A mi no me sigas más . Hoy me dijiste chavista de mierda por meterme con Ramos Allup , uno de los más grandes colaboradores de esta dictadura . Si tú no estás claro en tu vida es tu asunto, no el mío . Buenas noches @nestorjaramil16 Au Revoir	0	0	N/A
1073858123008483328	Que culpa tiene la gente de que seas una lerda ignorante, machista y fascista? Como no separarse de basura humana como vosotros? PUTA ESPANYA.	1	1	misoginy
1073866512455397376	"3 planteles al pedo y un negro q grita ""puto"""	1	0	racism
1073886802677780481	O tu te expresas como un mono. Lo escrito, escrito esta, golpista, fascista, idiota!	1	0	political
1073897478691393537	Sigue siendo chavista rolo de estupido !! https://twitter.com/manaure263/status/1073737798165893125 …	1	0	political
1073934101437140993	No sueñes que volverán los socialistas saqueadores y corruptos. Aqui en Bolivia lucharemos con todas las fuerzas para terminar con la falacia comunista. LA DERECHA ESTÁ DE VUELTA.	1	0	political
1073956994913054723	De verdad no entiendo qué pasa con muchos venezolanos y digo que a la mujer Venezolana deben presentarla tal cual es y recuerden que nosotros somos una mezcla de razas negro indio español y no porque defienda esa parte soy chavista primero muerta que ignorante	0	0	N/A
1073970240881651712	Ese negro asqueroso ya no es mi amigo, durmiendo andaba anoche PASAO EN PUTO	1	A	racism
1073982618742521856	Líbranos de este corrupto comunista este es más peligroso q petro la piedad  Iván doña arepa el bolivar los Robledo la esposa de doña arepa etc y los farucos y los m19 ojo	1	0	political
1073986727663022082	De la pendeja comunista hdp	1	0	political
1073987673642205184	puse mañana en vez de ayer... ke karajos quede idiota de tanta torta y escabio https://twitter.com/Rodrigo_dap/status/1073984562538180611 …	0	A	N/A
1074006208217001986	Si wena la descripción vieja lesbiana comunista de mierda y no me diga nada... Por que atenta contra mí libertad de expresión	1	A	political
1074009689531342848	Cerra el orto negro puto	1	1	racism
1074014676948844544	No sé si tengo que decirlo en inglés, japonés o chino.\n\nPERO NO ME COPIÉIS MÁS BIOGRAFÍAS.\nNO\nME\nCOPIÉIS\nMÁS\nBIOGRAFÍAS.\n\nLlevo tiempo siendo plagiada por gentuza que tiene la originalidad en el culo, y encima luego te meten un block porque son unos cobardes de mierda. >	0	A	N/A
1074018006257274880	Siempre le creeré al violador que violan tipos. Si ella jamás hizo nada, el tiempo lo dirá, pero jamás me perdonaría haber estado del lado de un feminista. Vuelvo a decir: Muerte a papel sucio verde \nAsi de idiota son, flor de putta... pic.twitter.com/LYJjuD0E6M	1	1	misoginy
1074018130303860737	Esto no es cuestión de religión, pero Bergoglio, aparte de comunista, está defendiendo a campo traviesa a dictadores, genocidas narcotraficantes y corruptos de toda clase. Está destruyendo las bases morales de la Iglesia y el cristianismo. Jefe corrupto del Vaticano.	1	0	political
1074021067361083395	pero si parece el puto anticristo con los ojos en negro xd	0	1	N/A
1074023722544234496	El movimiento feminista es de, por y para las mujeres. Los hombres no tenemos nada q hacer ahi. Yo ni siquiera lo pongo en duda. Lo que argumento es por todxs los q se jactan de ser algo xq en tele queda bien (hombres y mujeres) y desp son unxs machistas de mierda.	0	1	N/A
1074038472875356160	Es que no lo puedo creer , por eso no soy feminista. Seré machista , todes me van a matar.	0	0	N/A
1074043495143354369	Si queres gana 100 copas indio de mierda , la más importante la tenemos nosotros , Simio  #ElMasGr4ndeDeLaHistoria  9/12/18	1	A	N/A
1074047633465974784	Este negro asqueroso se hace el malo no?? Menos mal q no te voy a ver negro horroroso #LaGranFinalDeCombate	1	0	racism
1074049768874278913	Yo creo que Eduardo Inda,  más que fascista , corrupto, rata se 'cloaca' y lameculos es, simple y llanamente, gilipollas.\n\n#L6N21d	0	A	N/A
1074061834334945280	Que dignidad tiene este ladron, sátrapa y manipulador comunista, deberían aplicarle cadena perpetua por los crímenes cometidos durante su mandato donde se alió con los otros bandidos cómo Chávez, Fidel, Kishner, evo y Ortega. https://twitter.com/CaraotaDigital/status/1074057407783931904 …	1	0	political
1074069637858504704	Vieja ignorante comunista y pendeja	1	A	political
1074070086363815936	Echaron a Almagro Gobierno maldito desgraciado yo no los vote  festejen uruguayos festejen tiene que llegar un cambio pero grande un estilo de pensamiento alguien parecido a bolsonaro este es un gobierno comunista asesino y maldito tienen que irse no llegar más a la presidencia	1	A	political
1074082485905051648	Si con brackets era hermosa, imaginate ahora... Una diosa total (negro puto)	1	1	N/A
1074100831912452097	Se pusieron de acuerdo para descansarme? Chupala negro. Ni hablemos de dejar tirado que vos sos el primero, puto	1	1	racism
1074101772971585536	No se cansa de ser pelotudo usted comunista de mierda?	1	0	political
1074102513123643398	Y el comunista con terno imperialista...que hdp	1	0	political
1074106445031972869	Me puse de creativa a maquillarme de negro y dorado y ahora parezco un puto mapache que metio la cara en un tarro de escarcha. 	0	A	N/A
1074106969605238785	Así es maldito chino regresate a tu país	1	0	racism
1074111465005727744	Igualada callese y respete que usted sea una chavista de mierda y aplauda las atrocidades que comete maburro es su problema pero con nosotros se equivoca mismo guión de los serviles de dictadores que es un golpe de estado bla bla eduquese y primero sepa que es un golpe de estado	1	A	political
1074114588138987523	Menos mal Colombia  se salvó de elegir un idiota, terrorista indultado, incendiario, corrupto, comunista- https://twitter.com/DianaMartinezB8/status/1060296705759940608 …	1	0	political
1074117696067911680	negro asqueroso siempre metido en todo	1	A	N/A
1074126590001467392	Gfa no por ser moreno me tienes que tratar como si fuera ti esclavo  tengo sentimientos 	0	0	N/A
1074132244766355456	@Irma_Sandoval en serio que das pena con tu pinche propuesta popular.y comunista de la chingada..te propongo algo... Por qué no mejor te pones a chingarle y hacer tu trabajo y dejar de estar pensando pendejadas o mejor aún por qué mejor no te callas imbecil	1	1	N/A
1074138580824535041	Perdio 3 a 2... Lo mismo q tus wilas con el equipo chino recuerdas? Q tu vieno el sambu y tu cuate darwin se pelearon? Y q tu patro azcarraga iba a ver a sus piderosas wilas contra el barza? Eso no es fracaso y ridiculo?	0	0	N/A
1074157255422029830	Judío, chino, vaaa todos lo mismo... Eres un tarado	1	0	racism
1074159780485361664	y aca tenemos 6 negras de mierda con satelite,\n\nbuen trabajo siria\nvolvete, chorro te gustan la cheta, como al indio que lo frenaron 1991 mira para la izquierda	1	A	racism
1074160592301318145	Es el negro esclavo más lindo que vi ;)	1	0	racism
1074180847262154753	Trabaja negro esclavo.	1	0	racism
1074184456896999424	Si lo hubiéramos sabido; no te hubiéramos elegido de presidente, maldito comunista, narcofraficante hdp!!	1	0	N/A
1074186319201480706	El lobby LGBT y las feministas luchan enfurecidamente por matar al bebé inocente y darle una salida impune de sus crímenes horribles. a ese padrastro maldito y a todos los violadores. El criminal caliente tiene derecho a violar y embarazar a niñas, y las niñas sólo abortan y ya.	1	A	misoginy
1074239082665009152	"Pero es que ese el puto ""jarrón chino"" es tan inepto que no se da cuenta de lo estúpido que es."	0	1	N/A
1074240770331291648	Representación de@los más bajo que@puede llegar un ser humano, rata comunista azquerosa, asesino de su propia gente, repartió muerte y secuestros por toda centro y sur America , la mentira personificada bueno un comunista ladron mas!	1	A	political
1074282185140645893	#VivoelDomingo\n@iudica \n\nEl idiota hijo de mil putas de Iudica saca del aire al abogado que está siendo maltratado por una feminista. Es un cagón. pic.twitter.com/gnKYJVhPrO	1	A	misoginy
1074285957610921984	Que puto asco... El tío follandose a una española blanca...\n\nA quien le caiga bien este negro es un cuckazo.https://twitter.com/arnaupc/status/1073246540611940352 …	1	A	racism
1074322662380457985	Te amo puto negro, gracias por estar en las pedas y pedos	0	A	N/A
1074323703280922624	Tan weon y feo que eres comunista de mierda.	1	A	political
1074335922848718849	Si le estoy corrigiendo sus pifias conceptuales respecto al tema de eeuu y los migrantes, tenga la gentileza de no tratarme de ignorante pues... y mucho menos de comunista. Si le acomodan esas cosas hágase cargo. Si no tiene más argumentos sencillamente termine la conversa...	0	0	N/A
1074337596921257984	Que os den por culo que me hago al puto negro de campbell y no me dais una puta mierda y luego viene retrasados con un megasobre y les sale icono. Ratas!!! @EASPORTSFIFA	0	1	N/A
1074348934372487168	cabron comunista de mierda la herencia de hugo y fidel es hambre simision y pobreza hijo de puta	1	0	political
1074350664812240896	Tomamos nota: \nSi cierta feminista hace un chiste de mierda sin gracia pero que me escuece mucho: dedicaré un hilo a sacar extremadamente de contexto el chiste y a recordarle lo gorda de mierda que es y que ni sus gatos se la quieren follar.\n\nbesisss	1	A	misoginy
1074351383724376064	Puto fascista de mierda. Nos vais a ilegalizar una mierda payaso	1	1	N/A
1074359936782610433	No van a entender LOST  si  no tuvieron un accidente de avión, estas maldito por unos números, a tus amigos los mato el humo negro y al final estas muerto.	0	0	N/A
1074362085956640769	Lo que pasa, Ynes, es que si te sigue gustando Guaco después que han sido soporte e imagen del gobierno narco-criminal chavista es porque tu eres una indolente del sufrimiento de los venezolanos. Piensa en los cientos de niños que han muerto SIN TRATAMIENTO, pero pa' Guaco hay $	1	0	political
1074422686569377792	Este es el comunista más estupido que he oído.Todavia hablando de expropiaciones de la manera más....asquerosa y pasada de moda..Pobre estado Zulia, no gana una.	1	A	political
1074435189345054721	Que lacras de mierda es todo chavista con poder, y que borrego y Zombie es cada seguidor de estos malandros desgraciados que deben ser fusilados, sentado en la silla eléctrica o llevarlo a la  hoguera a que se consuman por el fuego. https://twitter.com/ElPitazoTV/status/1074270425457352704 …	1	0	political
1074463143789846529	Te ahorro el trabajo progre ignorante. \n\nPréstamo del italiano fascista, derivado de fascio‘haz’. La denominación procede del nombre del régimen establecido en Italia de 1922 a 1945, fundado por Mussolini, que empleó el haz como símbolo. De la familia etimológica de haz (V.).	1	0	political
1074463175125467137	Y tú amigo el venezolano (comunista) vive como Dios a costa matar a tiros, de matar de hambre, de corrupción, de robos, de clanes mafiosos. ¿quién da más?. Y tú te lo callas como un muerto.	1	A	political
1074463841239621632	Además de fanático recalcitrante y anacrónico, este muchacho es profundamente ignorante al comparar el feminismo con el comunismo, ya que el movimiento feminista nació en la cuna del capitalismo y las libertades individuales: EEUU, Inglaterra y Francia. Mandá fruta q todo sirve https://twitter.com/AgustinLaje/status/1074460461259726854 …	0	0	N/A
1074484318091796480	es maldito internet, marvao indio. Seguro eres Apureño.	1	0	N/A
1074492034948521984	ni invitaste la torta hdp	0	0	N/A
1074492484451889152	@Cruz_Azul_FC y el puto negro pendejo a que putamadreeeee entro	1	1	homophobia
1074493244204027904	@Cruz_Azul_FC para que putas metieron a ese puto negro de mierda!!!! Que no jugó una puta madre!!!!!	1	A	racism
1074494118712262657	Él viene de ese mundo rural, pero como ya se empapó de lo rico y el poder, adopta la omnipotencia. Un deplorable inconsecuente más que se suma a la lista y además EQUIVOCADO, somos una mayoría que no queremos + inmigrantes ni ese maldito pacto zurdo manipulador.	1	0	racism
1074494123460169730	Ese maldito negro me está haciendo sufrir peor que mi ex, verga.	1	0	racism
1074501714345119744	JAJAJA puto negro cabron!!!! No dió ni una!!	1	0	racism
1074523782721798145	Ojalá trabajes como un negro esclavo jajajaja	1	A	racism
1074528456296288256	Una escena de una película sueca. Un puto común (no tengo nada en contra)  una torta y una ameba. ¡Es muyyy fuerte!	1	0	homophobia
1074537709882855424	@MasterChefMx si se va hoy el chino y se queda el payaso, estamos mal	0	1	N/A
1074545793963618304	En mi mente tengo cancelada a toda esa gente de mierda que desacredita a Thelma y el movimiento feminista en general. Hablen, hablen todo lo que crean saber y entender, a mí me importa un choto que tu cabeza no entienda argumentos. Sos pelotude y es problema tuyo.	0	A	N/A
1074546596317024257	Se le salió el chavista de porquería q trae adentro. Es q estar todo el día escuchando las pendejadas comunistas del marido idiota q tiene, se tiene q pegar....	1	0	political
1074547672848236545	Bueno, creo que ya stalkee suficiente a la chica de bellos ojos como para que hasta ella se de cuenta y bueno, mi conclusión de la madrugada es que mi lado torta se incrementa, esa señorita es preciosa, ni el aborto de un burro se vería más feo que yo 	0	A	N/A
1074555829292953600	@tatclouthier @lopezobrador_ @BeatrizGMuller así que resultaron ser más falsos que juguete chino en la lagunilla? Pueblo bueno bien engañado, como dijera bruce willis en duro de matar : “lo que tú eres Hans es un vulgar ladron” .... pobre México 30 millones de incautos pic.twitter.com/NVTlgjBAXc	0	0	N/A
1074563230549331968	Un ladrón se queda atrapado dos días en el interior del tubo de extracción de un restaurante chino https://www.20minutos.es/gonzoo/noticia/ladron-atrapado-tubo-extraccion-restaurante-3518043/0/#ASPOSE …	0	0	N/A
1074627682485309441	pero cuando te lo hacen a ti lo llamas facismo. Vaya comunista de mierda.	1	0	political
1074634714282160128	Que negro forro me hizo levantarme al pedo a las 8..recien se despierta el puto	0	1	N/A
1074637477175013377	Chile es un país abiertamente racista y aporofóbico... donde lo rucio es lindo y lo negro es feo. que vergüenza tener que compartir con gente despreciable que repudia a los inmigrantes que no son europeos. Si compatriota: TE DETESTO a ti y tu fascismo asqueroso #BuenLunes #Haiti	0	1	N/A
1074649758239768576	@DamaCcs hola a todos.yo estoy buscando una http://ama.soy  un esclavo de 38 anos .totalmente obidiente a las ordenes de mi duena y mi ama.sumiso y agradecido.educado.exteranjero pero muchos anos vivo en ccs..moreno alto .totalmente sano y listo para ser esclavo .me avisa	0	A	N/A
1074663553158799360	Suerte chino de mierda tkm prro	0	A	N/A
1074682824232484864	Pero si es un zurdo ignorante.....que mas	1	0	political
1074689139507937281	Que ignorante de la verdadera cultura de México, ah pero vistes de indio a los niños el12 de diciembre y no conocer la cultura indígena del pueblo que te da de tragar.	0	0	N/A
1074692638048083969	mi novio, un géminis abogado: *se carcajea del humor negro de #LaCasaDeJack*\n\nyo, ascendente géminis: *se carcajea del humor negro de #LaCasaDeJack*\n\nyo, un aries: no mames, huye ya o en un futuro este te va a matar.	0	0	N/A
1074710750634147840	"Tendría que ver cuántos libros vende, pero la mayoría de las presentaciones del zaparrastroso son organizadas por los municipios de manera ""gratuita"". Es otro zurdo de mierda viviendo muy bien gracias al estado."	1	0	N/A
1074714127988391939	baje de una cosa para hacer ejercicio y ya empecé a ver todo negro, se dan cuenta que soy una morsa de mierda no?	0	1	N/A
1074716202839277568	mi 2k18:\n\nmucha gente ha quiteao pero no me olvido de ellos.\n- @dbsupah youvir, puto moro han sido muchas risas contigo ven a ts YA\n- @Lukxriio un genio, un poco malo pero eres un grande\n- @Chxrliz pajacarloooos, me lo pasaba bn contigo\n - Awex, spartan, zetrax que no leeras esto	0	A	N/A
1074721114222444545	Fascista y corrupto: José Antonio Kast recibió sobornos de Penta a través de boletas falsas http://www.gamba.cl/2018/10/fascista-y-corrupto-jose-antonio-kast-recibio-sobornos-de-penta-a-traves-de-boletas-falsas/ …	0	0	N/A
1074727138203320320	Pero hágan entender eso al negro esclavo culo sucio de Santos, (Palabras de Hugo Sánchez, según Ruggeri )	1	1	racism
1074732130918379520	Ay no seas mamon México, quien no se coma una torta de cochinita en Yucatán o unos tacos no quiere decir que es austero o no, quiere decir que es pendejo y no tiene gusto bueno por la comida. Dejen de decir pendejadas!!! https://twitter.com/g_bouillon/status/1074166255475671042 …	0	A	N/A
1074734912064892929	Claro, matar a una mujer xq o es mía o d nadie, x pensar q le pertenece, no es machismo. Y linchar a un negro xq no quería recoger algodón como esclavo no era racismo.	0	A	N/A
1074748363227181057	Priscila me mando msj que elija lo que quiera de natura que me lo regala. Esta mujer me va a matar e	0	0	N/A
1074750009378263040	"Los diccs. no describen las realidades sino los significados de las palabras. Lo que usted no está diciendo es que ""mujer"" si significa ""puta"", ¿aunque en realidad no lo sea?"	0	A	N/A
1074752815053058049	Nunca le digas puta a una mujer por tener sexo. Acordate que tu mamá no te hizo dibujando	0	A	N/A
1074755717515624448	Los hombres mueren también a manos de las mujeres ¡ESOS NO CUENTAN NO! o al menos ni los mencionan.\n\nDetenida una mujer acusada de matar a su pareja con arma blanca en Asturias https://www.elmundo.es/espana/2018/07/17/5b4dfe5b468aeb3d198b45f1.html … vía @elmundoes	1	0	N/A
1074756146546782209	No es que los defienda,pero el gobierno de mierda de caba es anárquico, y pendular, tirando a zurdo protector de delincuentes, puede salir con cualquier cosa incluso,procesando a sus policias x intervenir. #LarretaComoMielda	1	0	political
1074756616237576198	Como extraño mis nike lpm donde estará tirada  negro de mierda te odio	1	A	N/A
1074757707855527944	Sin palabras, es tan hijo de puta como su mujer.\nEscrachan al marido de Victoria Donda por escritos incestuosos y de abuso infantil https://losandes.com.ar/article/view?slug=escrachan-al-marido-de-victoria-donda-por-escritos-incestuosos-y-de-abuso-infantil … #Marchetti	0	A	N/A
1074759061374148608	Prisión permanente revisable significa que una vez cumplida la pena mínima impuesta por un tribunal, este mismo le dará la libertad condicional y podrá salir tranquilamente de prisión porque dentro no puede matar ni violar a ninguna mujer. https://twitter.com/AnitaBotwin/status/1074751256034467842 …	0	0	N/A
1074761517776732166	Hay algo más asqueroso que el olor a grasa de las torta fritas? 	0	0	N/A
1074763051935645696	Eres un mierda y un oportunista, no sé qué hemos hecho los españoles para que venga un payaso como tú desde fuera a darnos lecciones de moral. No hay que ser ni machista ni feminista, hay que fomentar la igualdad y proteger al más débil, sea niño/a, anciano, mujer, hombre, etc	1	0	other
1074764416980279297	#TodasSomosLaura Otra chica muerta hoy, y todo apunta a un hijo de puta que estaba en al calle después de asesinar a otra mujer, intentar matar a otra y querer violar a una tercera, esto es inadmisible, sea como sea no podemos quedarnos a que nos maten como a conejos.	0	A	N/A
1074767811900309504	Mínimo si sos mujer no quieras desprestigiar la denuncia de una piba que fue violada por un hijo de puta. Pero bueno.	0	A	N/A
1074767868603052032	Para que veáis que interiorizado tenemos el machismo que si me cago en alguien es en la puta, en una mujer. \n¿Por qué? Porque está dentro de nosotros, porque lo tenemos interiorizado y porque la mujer en la historia la han considerado una puta mierda: ¿veís? me sale solo +	1	1	misoginy
1074770740032008195	Pobre mujer @ValdebenitoNata cegada por la ultraizquierda ; cuánto le falta informarse a esta ignorante por los 120 millones de inocentes que ha matado el comunismo con tal de imponer su ideología. pic.twitter.com/z9vkE5G7RN	1	0	political
1074775238704029698	El único azar es cruzarte con hijo de puta. O una hija de puta. Da igual. Como ese pobre niño de Almería, que lo mató una mujer. En la vida me convencerá nadie de que ser hombre es condicionante para matar. Por respeto a mi marido y a mi padre. Jamás.	0	0	N/A
1074778220992626689	Y..y...y...si empemos las mujeres a matar hombres ???pero la mujer le duele matar porque tiene que llevarlos 9 meses ...y,y,y, parirlos......	0	A	N/A
1074779349415546885	Hombre fue condenado por matar mujer #mujer #fue #Hombre https://myuri.co/rZHNb  pic.twitter.com/vSdFqykMpr	0	0	N/A
1074780345931837440	Fecode es comunista y del M19, y es promotora de las Farc guerrilleros, terroristas y violadores de menores de las Farc. Eso no se puede desmentir, es de publico conocimiento. Todo lo que usted defiende .Así que el analfabeta,mamerto e ignorante es usted.	1	1	political
1074781795378434048	¿Os imaginais a Abraham Lincoln dando un discurso en contra de la esclavitud y que un esclavo le diga que no tiene derecho a hablar porque no es negro?\nYo tampoco.	0	0	N/A
1074783017443438593	Al margen de eso, se de más que hay hombres más comprometidos con la causa feminista que algunas mujeres, por eso creo que la lucha es de ambos. \nSigo pensando que cuando molesta más la generalización que el propio acto criminal que una persona ha cometido ... algo chirría	0	0	N/A
1074785231314583552	Y yo de idiota dándoles oportunidad tras oportunidad. Bien dicen que no es culpa del indio sino de quien lo hace compadre. Mierda de servicio, mierda.	0	1	N/A
1074789608003641344	Nunca le pego al horario del puto colectivo que pasa por el moro	0	A	N/A
1074790641148792832	"¿Han escuchado ""lost on you"" de LP? Yo no lo había hecho por la publicidad masiva que habían hecho, pero es una buena canción. \n\nEs una especie de Enrique Bunbury, pero mujer, con talento para hacer buenas canciones y no se queda en las mismas notas al cantar. Sí, lo dije, perra."	0	A	N/A
1074790913703063555	"Que nefastos esos manes que terminan con una mujer y más rápido están diciendo que ""es una perra"" ""que la peor famita"" ""que les pica el culo"" maduren manada de hpts que bien o mal fue esa la que los ayudó más de una vez cuando ni sus ""amigos"" veian por ustedes hijueputas."	0	0	N/A
